Date,AQI
2020-07-04,105.0
2020-07-05,90.0
2020-07-06,90.0
2020-07-07,65.0
2020-07-08,51.0
2020-07-09,78.0
2020-07-10,67.0
2020-07-11,68.0
2020-07-12,71.0
2020-07-13,72.0
2020-07-14,127.0
2020-07-15,124.0
2020-07-16,72.0
2020-07-17,79.0
2020-07-18,92.0
2020-07-19,65.0
2020-07-20,60.0
2020-07-21,61.0
2020-07-22,59.0
2020-07-23,65.0
2020-07-24,100.0
2020-07-25,67.0
2020-07-26,78.0
2020-07-27,100.0
2020-07-28,72.0
2020-07-29,90.0
2020-07-30,55.0
2020-07-31,75.0
2020-08-01,81.0
2020-08-02,61.0
2020-08-03,67.0
2020-08-04,62.0
2020-08-05,86.0
2020-08-06,69.0
2020-08-07,54.0
2020-08-08,87.0
2020-08-09,74.0
2020-08-10,72.0
2020-08-11,75.0
2020-08-12,63.0
2020-08-13,50.0
2020-08-14,58.0
2020-08-15,67.0
2020-08-16,52.0
2020-08-17,66.0
2020-08-18,72.0
2020-08-19,57.0
2020-08-20,50.0
2020-08-21,57.0
2020-08-22,53.0
2020-08-23,53.0
2020-08-24,45.0
2020-08-25,61.0
2020-08-26,57.0
2020-08-27,64.0
2020-08-28,79.0
2020-08-29,77.0
2020-08-30,70.0
2020-08-31,41.0
2020-09-01,53.0
2020-09-02,69.0
2020-09-03,84.0
2020-09-04,82.0
2020-09-05,101.0
2020-09-06,70.0
2020-09-07,93.0
2020-09-08,79.0
2020-09-09,105.0
2020-09-10,108.0
2020-09-11,136.0
2020-09-12,144.0
2020-09-13,142.0
2020-09-14,152.0
2020-09-15,144.0
2020-09-16,151.0
2020-09-17,120.0
2020-09-18,108.0
2020-09-19,118.0
2020-09-20,148.0
2020-09-21,142.0
2020-09-22,115.0
2020-09-23,76.0
2020-09-24,104.0
2020-09-25,143.0
2020-09-26,165.0
2020-09-27,117.0
2020-09-28,159.0
2020-09-29,177.0
2020-09-30,156.0
2020-10-01,152.0
2020-10-02,180.0
2020-10-03,189.0
2020-10-04,184.0
2020-10-05,179.0
2020-10-06,178.0
2020-10-07,215.0
2020-10-08,208.0
2020-10-09,202.0
2020-10-10,221.0
2020-10-11,216.0
2020-10-12,261.0
2020-10-13,300.0
2020-10-14,276.0
2020-10-15,312.0
2020-10-16,237.0
2020-10-17,287.0
2020-10-18,254.0
2020-10-19,244.0
2020-10-20,223.0
2020-10-21,256.0
2020-10-22,296.0
2020-10-23,366.0
2020-10-24,345.0
2020-10-25,349.0
2020-10-26,353.0
2020-10-27,312.0
2020-10-28,297.0
2020-10-29,395.0
2020-10-30,374.0
2020-10-31,367.0
2020-11-01,364.0
2020-11-02,293.0
2020-11-03,302.0
2020-11-04,343.0
2020-11-05,450.0
2020-11-06,406.0
2020-11-07,427.0
2020-11-08,416.0
2020-11-09,477.0
2020-11-10,476.0
2020-11-11,344.0
2020-11-12,314.0
2020-11-13,339.0
2020-11-14,414.0
2020-11-15,435.0
2020-11-16,221.0
2020-11-17,171.0
2020-11-18,211.0
2020-11-19,283.0
2020-11-20,296.0
2020-11-21,251.0
2020-11-22,274.0
2020-11-23,295.0
2020-11-24,379.0
2020-11-25,413.0
2020-11-26,302.0
2020-11-27,137.0
2020-11-28,231.0
2020-11-29,256.0
2020-11-30,318.0
2020-12-01,367.0
2020-12-02,373.0
2020-12-03,341.0
2020-12-04,382.0
2020-12-05,404.0
2020-12-06,389.0
2020-12-07,400.0
2020-12-08,383.0
2020-12-09,358.0
2020-12-10,284.0
2020-12-11,295.0
2020-12-12,356.0
2020-12-13,305.0
2020-12-14,160.0
2020-12-15,230.0
2020-12-16,262.0
2020-12-17,256.0
2020-12-18,281.0
2020-12-19,290.0
2020-12-20,321.0
2020-12-21,332.0
2020-12-22,418.0
2020-12-23,433.0
2020-12-24,423.0
2020-12-25,357.0
2020-12-26,337.0
2020-12-27,396.0
2020-12-28,253.0
2020-12-29,265.0
2020-12-30,290.0
2020-12-31,347.0
2021-01-01,441.0
2021-01-02,443.0
2021-01-03,354.0
2021-01-04,151.0
2021-01-05,140.0
2021-01-06,226.0
2021-01-07,255.0
2021-01-08,234.0
2021-01-09,301.0
2021-01-10,245.0
2021-01-11,243.0
2021-01-12,293.0
2021-01-13,354.0
2021-01-14,429.0
2021-01-15,460.0
2021-01-16,407.0
2021-01-17,347.0
2021-01-18,372.0
2021-01-19,404.0
2021-01-20,283.0
2021-01-21,296.0
2021-01-22,364.0
2021-01-23,326.0
2021-01-24,364.0
2021-01-25,323.0
2021-01-26,330.0
2021-01-27,318.0
2021-01-28,357.0
2021-01-29,387.0
2021-01-30,309.0
2021-01-31,289.0
2021-02-01,352.0
2021-02-02,364.0
2021-02-03,330.0
2021-02-04,316.0
2021-02-05,133.0
2021-02-06,199.0
2021-02-07,232.0
2021-02-08,303.0
2021-02-09,305.0
2021-02-10,291.0
2021-02-11,330.0
2021-02-12,341.0
2021-02-13,334.0
2021-02-14,351.0
2021-02-15,313.0
2021-02-16,327.0
2021-02-17,324.0
2021-02-18,302.0
2021-02-19,311.0
2021-02-20,250.0
2021-02-21,296.0
2021-02-22,288.0
2021-02-23,250.0
2021-02-24,278.0
2021-02-25,298.0
2021-02-26,229.0
2021-02-27,203.0
2021-02-28,208.0
2021-03-01,177.0
2021-03-02,175.0
2021-03-03,188.0
2021-03-04,278.0
2021-03-05,255.0
2021-03-06,204.0
2021-03-07,256.0
2021-03-08,207.0
2021-03-09,283.0
2021-03-10,175.0
2021-03-11,242.0
2021-03-12,218.0
2021-03-13,209.0
2021-03-14,209.0
2021-03-15,206.0
2021-03-16,258.0
2021-03-17,311.0
2021-03-18,315.0
2021-03-19,279.0
2021-03-20,234.0
2021-03-21,244.0
2021-03-22,196.0
2021-03-23,244.0
2021-03-24,175.0
2021-03-25,148.0
2021-03-26,150.0
2021-03-27,199.0
2021-03-28,233.0
2021-03-29,225.0
2021-03-30,232.0
2021-03-31,203.0
2021-04-01,182.0
2021-04-02,176.0
2021-04-03,159.0
2021-04-04,171.0
2021-04-05,205.0
2021-04-06,279.0
2021-04-07,250.0
2021-04-08,153.0
2021-04-09,170.0
2021-04-10,181.0
2021-04-11,186.0
2021-04-12,241.0
2021-04-13,231.0
2021-04-14,199.0
2021-04-15,220.0
2021-04-16,238.0
2021-04-17,128.0
2021-04-18,154.0
2021-04-19,187.0
2021-04-20,191.0
2021-04-21,134.0
2021-04-22,140.0
2021-04-23,126.0
2021-04-24,125.0
2021-04-25,192.0
2021-04-26,256.0
2021-04-27,284.0
2021-04-28,312.0
2021-04-29,296.0
2021-04-30,287.0
2021-05-01,238.0
2021-05-02,174.0
2021-05-03,245.0
2021-05-04,173.0
2021-05-05,175.0
2021-05-06,156.0
2021-05-07,142.0
2021-05-08,173.0
2021-05-09,166.0
2021-05-10,136.0
2021-05-11,151.0
2021-05-12,115.0
2021-05-13,121.0
2021-05-14,132.0
2021-05-15,140.0
2021-05-16,166.0
2021-05-17,191.0
2021-05-18,93.0
2021-05-19,78.0
2021-05-20,58.0
2021-05-21,85.0
2021-05-22,94.0
2021-05-23,237.0
2021-05-24,169.0
2021-05-25,140.0
2021-05-26,149.0
2021-05-27,150.0
2021-05-28,106.0
2021-05-29,87.0
2021-05-30,101.0
2021-05-31,135.0
2021-06-01,115.0
2021-06-02,143.0
2021-06-03,159.0
2021-06-04,196.0
2021-06-05,124.0
2021-06-06,134.0
2021-06-07,180.0
2021-06-08,205.0
2021-06-09,305.0
2021-06-10,221.0
2021-06-11,145.0
2021-06-12,133.0
2021-06-13,83.0
2021-06-14,124.0
2021-06-15,113.0
2021-06-16,115.0
2021-06-17,108.0
2021-06-18,81.0
2021-06-19,70.0
2021-06-20,62.0
2021-06-21,84.0
2021-06-22,127.0
2021-06-23,218.0
2021-06-24,146.0
2021-06-25,163.0
2021-06-26,135.0
2021-06-27,168.0
2021-06-28,161.0
2021-06-29,195.0
2021-06-30,206.0
2021-07-01,266.0
2021-07-02,245.0
2021-07-03,139.0
2021-07-04,140.0
2021-07-05,149.0
2021-07-06,144.0
2021-07-07,178.0
2021-07-08,164.0
2021-07-09,144.0
2021-07-10,97.0
2021-07-11,94.0
2021-07-12,90.0
2021-07-13,80.0
2021-07-14,83.0
2021-07-15,83.0
2021-07-16,90.0
2021-07-17,117.0
2021-07-18,94.0
2021-07-19,62.0
2021-07-20,81.0
2021-07-21,74.0
2021-07-22,83.0
2021-07-23,68.0
2021-07-24,99.0
2021-07-25,107.0
2021-07-26,86.0
2021-07-27,98.0
2021-07-28,61.0
2021-07-29,63.0
2021-07-30,76.0
2021-07-31,57.0
2021-08-01,81.0
2021-08-02,95.0
2021-08-03,71.0
2021-08-04,69.0
2021-08-05,99.0
2021-08-06,104.0
2021-08-07,101.0
2021-08-08,109.0
2021-08-09,101.0
2021-08-10,101.0
2021-08-11,122.0
2021-08-12,114.0
2021-08-13,118.0
2021-08-14,116.0
2021-08-15,114.0
2021-08-16,121.0
2021-08-17,150.0
2021-08-18,152.0
2021-08-19,167.0
2021-08-20,111.0
2021-08-21,69.0
2021-08-22,59.0
2021-08-23,82.0
2021-08-24,100.0
2021-08-25,115.0
2021-08-26,114.0
2021-08-27,134.0
2021-08-28,147.0
2021-08-29,119.0
2021-08-30,81.0
2021-08-31,73.0
2021-09-01,64.0
2021-09-02,64.0
2021-09-03,70.0
2021-09-04,68.0
2021-09-05,88.0
2021-09-06,122.0
2021-09-07,98.0
2021-09-08,70.0
2021-09-09,75.0
2021-09-10,79.0
2021-09-11,61.0
2021-09-12,60.0
2021-09-13,89.0
2021-09-14,69.0
2021-09-15,70.0
2021-09-16,79.0
2021-09-17,62.0
2021-09-18,69.0
2021-09-19,82.0
2021-09-20,82.0
2021-09-21,83.0
2021-09-22,69.0
2021-09-23,68.0
2021-09-24,64.0
2021-09-25,80.0
2021-09-26,75.0
2021-09-27,108.0
2021-09-28,120.0
2021-09-29,81.0
2021-09-30,84.0
2021-10-01,108.0
2021-10-02,125.0
2021-10-03,105.0
2021-10-04,91.0
2021-10-05,115.0
2021-10-06,114.0
2021-10-07,127.0
2021-10-08,167.0
2021-10-09,171.0
2021-10-10,168.0
2021-10-11,166.0
2021-10-12,179.0
2021-10-13,171.0
2021-10-14,182.0
2021-10-15,198.0
2021-10-16,284.0
2021-10-17,298.0
2021-10-18,46.0
2021-10-19,69.0
2021-10-20,221.0
2021-10-21,199.0
2021-10-22,170.0
2021-10-23,173.0
2021-10-24,160.0
2021-10-25,82.0
2021-10-26,139.0
2021-10-27,232.0
2021-10-28,268.0
2021-10-29,283.0
2021-10-30,268.0
2021-10-31,289.0
2021-11-01,281.0
2021-11-02,303.0
2021-11-03,314.0
2021-11-04,382.0
2021-11-05,462.0
2021-11-06,437.0
2021-11-07,428.0
2021-11-08,390.0
2021-11-09,404.0
2021-11-10,372.0
2021-11-11,411.0
2021-11-12,471.0
2021-11-13,437.0
2021-11-14,330.0
2021-11-15,353.0
2021-11-16,403.0
2021-11-17,375.0
2021-11-18,347.0
2021-11-19,380.0
2021-11-20,374.0
2021-11-21,349.0
2021-11-22,311.0
2021-11-23,290.0
2021-11-24,361.0
2021-11-25,400.0
2021-11-26,406.0
2021-11-27,402.0
2021-11-28,405.0
2021-11-29,389.0
2021-11-30,328.0
2021-12-01,370.0
2021-12-02,429.0
2021-12-03,346.0
2021-12-04,362.0
2021-12-05,305.0
2021-12-06,322.0
2021-12-07,255.0
2021-12-08,237.0
2021-12-09,289.0
2021-12-10,314.0
2021-12-11,281.0
2021-12-12,254.0
2021-12-13,331.0
2021-12-14,367.0
2021-12-15,363.0
2021-12-16,368.0
2021-12-17,329.0
2021-12-18,291.0
2021-12-19,271.0
2021-12-20,332.0
2021-12-21,402.0
2021-12-22,407.0
2021-12-23,423.0
2021-12-24,415.0
2021-12-25,431.0
2021-12-26,459.0
2021-12-27,283.0
2021-12-28,305.0
2021-12-29,267.0
2021-12-30,286.0
2021-12-31,321.0
2022-01-01,362.0
2022-01-02,404.0
2022-01-03,387.0
2022-01-04,378.0
2022-01-05,397.0
2022-01-06,258.0
2022-01-07,182.0
2022-01-08,91.0
2022-01-09,69.0
2022-01-10,151.0
2022-01-11,224.0
2022-01-12,191.0
2022-01-13,321.0
2022-01-14,348.0
2022-01-15,258.0
2022-01-16,264.0
2022-01-17,327.0
2022-01-18,352.0
2022-01-19,322.0
2022-01-20,387.0
2022-01-21,365.0
2022-01-22,316.0
2022-01-23,202.0
2022-01-24,241.0
2022-01-25,234.0
2022-01-26,260.0
2022-01-27,262.0
2022-01-28,215.0
2022-01-29,251.0
2022-01-30,278.0
2022-01-31,338.0
2022-02-01,347.0
2022-02-02,319.0
2022-02-03,321.0
2022-02-04,152.0
2022-02-05,224.0
2022-02-06,285.0
2022-02-07,250.0
2022-02-08,270.0
2022-02-09,227.0
2022-02-10,172.0
2022-02-11,184.0
2022-02-12,191.0
2022-02-13,253.0
2022-02-14,239.0
2022-02-15,221.0
2022-02-16,272.0
2022-02-17,241.0
2022-02-18,252.0
2022-02-19,180.0
2022-02-20,173.0
2022-02-21,165.0
2022-02-22,252.0
2022-02-23,211.0
2022-02-24,307.0
2022-02-25,286.0
2022-02-26,102.0
2022-02-27,92.0
2022-02-28,107.0
2022-03-01,170.0
2022-03-02,225.0
2022-03-03,178.0
2022-03-04,199.0
2022-03-05,115.0
2022-03-06,162.0
2022-03-07,237.0
2022-03-08,283.0
2022-03-09,162.0
2022-03-10,150.0
2022-03-11,164.0
2022-03-12,160.0
2022-03-13,193.0
2022-03-14,231.0
2022-03-15,253.0
2022-03-16,218.0
2022-03-17,218.0
2022-03-18,293.0
2022-03-19,231.0
2022-03-20,242.0
2022-03-21,271.0
2022-03-22,180.0
2022-03-23,206.0
2022-03-24,280.0
2022-03-25,211.0
2022-03-26,207.0
2022-03-27,195.0
2022-03-28,251.0
2022-03-29,274.0
2022-03-30,276.0
2022-03-31,298.0
2022-04-01,218.0
2022-04-02,226.0
2022-04-03,245.0
2022-04-04,262.0
2022-04-05,233.0
2022-04-06,248.0
2022-04-07,264.0
2022-04-08,242.0
2022-04-09,261.0
2022-04-10,244.0
2022-04-11,258.0
2022-04-12,229.0
2022-04-13,286.0
2022-04-14,280.0
2022-04-15,201.0
2022-04-16,253.0
2022-04-17,251.0
2022-04-18,257.0
2022-04-19,317.0
2022-04-20,277.0
2022-04-21,296.0
2022-04-22,204.0
2022-04-23,245.0
2022-04-24,261.0
2022-04-25,244.0
2022-04-26,209.0
2022-04-27,287.0
2022-04-28,295.0
2022-04-29,299.0
2022-04-30,270.0
2022-05-01,256.0
2022-05-02,218.0
2022-05-03,227.0
2022-05-04,269.0
2022-05-05,146.0
2022-05-06,273.0
2022-05-07,206.0
2022-05-08,205.0
2022-05-09,171.0
2022-05-10,160.0
2022-05-11,156.0
2022-05-12,164.0
2022-05-13,176.0
2022-05-14,270.0
2022-05-15,242.0
2022-05-16,297.0
2022-05-17,239.0
2022-05-18,251.0
2022-05-19,202.0
2022-05-20,266.0
2022-05-21,285.0
2022-05-22,203.0
2022-05-23,136.0
2022-05-24,89.0
2022-05-25,166.0
2022-05-26,199.0
2022-05-27,206.0
2022-05-28,210.0
2022-05-29,273.0
2022-05-30,201.0
2022-05-31,215.0
2022-06-01,322.0
2022-06-02,202.0
2022-06-03,240.0
2022-06-04,227.0
2022-06-05,215.0
2022-06-06,195.0
2022-06-07,280.0
2022-06-08,346.0
2022-06-09,223.0
2022-06-10,303.0
2022-06-11,256.0
2022-06-12,249.0
2022-06-13,200.0
2022-06-14,222.0
2022-06-15,153.0
2022-06-16,132.0
2022-06-17,88.0
2022-06-18,79.0
2022-06-19,99.0
2022-06-20,124.0
2022-06-21,128.0
2022-06-22,139.0
2022-06-23,140.0
2022-06-24,197.0
2022-06-25,230.0
2022-06-26,169.0
2022-06-27,127.0
2022-06-28,137.0
2022-06-29,163.0
2022-06-30,116.0
2022-07-01,76.0
2022-07-02,95.0
2022-07-03,76.0
2022-07-04,113.0
2022-07-05,161.0
2022-07-06,104.0
2022-07-07,100.0
2022-07-08,94.0
2022-07-09,110.0
2022-07-10,71.0
2022-07-11,95.0
2022-07-12,100.0
2022-07-13,79.0
2022-07-14,87.0
2022-07-15,79.0
2022-07-16,81.0
2022-07-17,61.0
2022-07-18,92.0
2022-07-19,105.0
2022-07-20,98.0
2022-07-21,70.0
2022-07-22,140.0
2022-07-23,72.0
2022-07-24,72.0
2022-07-25,67.0
2022-07-26,69.0
2022-07-27,74.0
2022-07-28,68.0
2022-07-29,71.0
2022-07-30,58.0
2022-07-31,71.0
2022-08-01,71.0
2022-08-02,84.0
2022-08-03,122.0
2022-08-04,112.0
2022-08-05,72.0
2022-08-06,98.0
2022-08-07,118.0
2022-08-08,84.0
2022-08-09,112.0
2022-08-10,102.0
2022-08-11,75.0
2022-08-12,88.0
2022-08-13,80.0
2022-08-14,84.0
2022-08-15,62.0
2022-08-16,63.0
2022-08-17,60.0
2022-08-18,72.0
2022-08-19,71.0
2022-08-20,80.0
2022-08-21,117.0
2022-08-22,104.0
2022-08-23,83.0
2022-08-24,63.0
2022-08-25,96.0
2022-08-26,113.0
2022-08-27,105.0
2022-08-28,119.0
2022-08-29,144.0
2022-08-30,116.0
2022-08-31,124.0
2022-09-01,121.0
2022-09-02,110.0
2022-09-03,119.0
2022-09-04,115.0
2022-09-05,102.0
2022-09-06,119.0
2022-09-07,133.0
2022-09-08,136.0
2022-09-09,141.0
2022-09-10,110.0
2022-09-11,85.0
2022-09-12,84.0
2022-09-13,72.0
2022-09-14,71.0
2022-09-15,57.0
2022-09-16,47.0
2022-09-17,70.0
2022-09-18,119.0
2022-09-19,182.0
2022-09-20,130.0
2022-09-21,109.0
2022-09-22,66.0
2022-09-23,57.0
2022-09-24,54.0
2022-09-25,52.0
2022-09-26,100.0
2022-09-27,108.0
2022-09-28,140.0
2022-09-29,151.0
2022-09-30,173.0
2022-10-01,186.0
2022-10-02,181.0
2022-10-03,128.0
2022-10-04,150.0
2022-10-05,211.0
2022-10-06,79.0
2022-10-07,55.0
2022-10-08,56.0
2022-10-09,48.0
2022-10-10,44.0
2022-10-11,66.0
2022-10-12,143.0
2022-10-13,130.0
2022-10-14,154.0
2022-10-15,186.0
2022-10-16,232.0
2022-10-17,237.0
2022-10-18,241.0
2022-10-19,234.0
2022-10-20,232.0
2022-10-21,262.0
2022-10-22,265.0
2022-10-23,259.0
2022-10-24,312.0
2022-10-25,302.0
2022-10-26,271.0
2022-10-27,354.0
2022-10-28,357.0
2022-10-29,397.0
2022-10-30,352.0
2022-10-31,392.0
2022-11-01,424.0
2022-11-02,376.0
2022-11-03,450.0
2022-11-04,447.0
2022-11-05,381.0
2022-11-06,339.0
2022-11-07,354.0
2022-11-08,372.0
2022-11-09,260.0
2022-11-10,295.0
2022-11-11,346.0
2022-11-12,303.0
2022-11-13,303.0
2022-11-14,294.0
2022-11-15,227.0
2022-11-16,264.0
2022-11-17,260.0
2022-11-18,289.0
2022-11-19,280.0
2022-11-20,314.0
2022-11-21,310.0
2022-11-22,255.0
2022-11-23,237.0
2022-11-24,213.0
2022-11-25,294.0
2022-11-26,336.0
2022-11-27,328.0
2022-11-28,333.0
2022-11-29,369.0
2022-11-30,365.0
2022-12-01,368.0
2022-12-02,352.0
2022-12-03,370.0
2022-12-04,407.0
2022-12-05,347.0
2022-12-06,353.0
2022-12-07,304.0
2022-12-08,281.0
2022-12-09,314.0
2022-12-10,360.0
2022-12-11,306.0
2022-12-12,218.0
2022-12-13,177.0
2022-12-14,163.0
2022-12-15,189.0
2022-12-16,223.0
2022-12-17,304.0
2022-12-18,353.0
2022-12-19,410.0
2022-12-20,366.0
2022-12-21,328.0
2022-12-22,342.0
2022-12-23,359.0
2022-12-24,349.0
2022-12-25,308.0
2022-12-26,331.0
2022-12-27,339.0
2022-12-28,321.0
2022-12-29,306.0
2022-12-30,399.0
2022-12-31,349.0
2023-01-01,259.0
2023-01-02,357.0
2023-01-03,385.0
2023-01-04,343.0
2023-01-05,340.0
2023-01-06,400.0
2023-01-07,377.0
2023-01-08,375.0
2023-01-09,434.0
2023-01-10,407.0
2023-01-11,308.0
2023-01-12,371.0
2023-01-13,378.0
2023-01-14,353.0
2023-01-15,213.0
2023-01-16,270.0
2023-01-17,288.0
2023-01-18,306.0
2023-01-19,338.0
2023-01-20,226.0
2023-01-21,294.0
2023-01-22,407.0
2023-01-23,335.0
2023-01-24,237.0
2023-01-25,160.0
2023-01-26,298.0
2023-01-27,229.0
2023-01-28,236.0
2023-01-29,331.0
2023-01-30,207.0
2023-01-31,192.0
2023-02-01,164.0
2023-02-02,194.0
2023-02-03,199.0
2023-02-04,242.0
2023-02-05,244.0
2023-02-06,265.0
2023-02-07,285.0
2023-02-08,144.0
2023-02-09,212.0
2023-02-10,187.0
2023-02-11,275.0
2023-02-12,175.0
2023-02-13,135.0
2023-02-14,132.0
2023-02-15,190.0
2023-02-16,270.0
2023-02-17,367.0
2023-02-18,371.0
2023-02-19,331.0
2023-02-20,324.0
2023-02-21,245.0
2023-02-22,302.0
2023-02-23,227.0
2023-02-24,171.0
2023-02-25,225.0
2023-02-26,291.0
2023-02-27,260.0
2023-02-28,219.0
2023-03-01,181.0
2023-03-02,226.0
2023-03-03,152.0
2023-03-04,129.0
2023-03-05,142.0
2023-03-06,142.0
2023-03-07,173.0
2023-03-08,215.0
2023-03-09,119.0
2023-03-10,187.0
2023-03-11,200.0
2023-03-12,216.0
2023-03-13,231.0
2023-03-14,219.0
2023-03-15,213.0
2023-03-16,259.0
2023-03-17,188.0
2023-03-18,184.0
2023-03-19,162.0
2023-03-20,154.0
2023-03-21,75.0
2023-03-22,164.0
2023-03-23,151.0
2023-03-24,205.0
2023-03-25,78.0
2023-03-26,164.0
2023-03-27,146.0
2023-03-28,147.0
2023-03-29,198.0
2023-03-30,170.0
2023-03-31,73.0
2023-04-01,106.0
2023-04-02,128.0
2023-04-03,179.0
2023-04-04,109.0
2023-04-05,135.0
2023-04-06,142.0
2023-04-07,142.0
2023-04-08,172.0
2023-04-09,217.0
2023-04-10,195.0
2023-04-11,260.0
2023-04-12,213.0
2023-04-13,211.0
2023-04-14,249.0
2023-04-15,235.0
2023-04-16,229.0
2023-04-17,206.0
2023-04-18,235.0
2023-04-19,236.0
2023-04-20,159.0
2023-04-21,129.0
2023-04-22,141.0
2023-04-23,118.0
2023-04-24,160.0
2023-04-25,156.0
2023-04-26,210.0
2023-04-27,219.0
2023-04-28,150.0
2023-04-29,216.0
2023-04-30,132.0
2023-05-01,91.0
2023-05-02,76.0
2023-05-03,107.0
2023-05-04,113.0
2023-05-05,183.0
2023-05-06,234.0
2023-05-07,173.0
2023-05-08,131.0
2023-05-09,197.0
2023-05-10,203.0
2023-05-11,274.0
2023-05-12,227.0
2023-05-13,235.0
2023-05-14,259.0
2023-05-15,162.0
2023-05-16,259.0
2023-05-17,336.0
2023-05-18,149.0
2023-05-19,152.0
2023-05-20,186.0
2023-05-21,215.0
2023-05-22,199.0
2023-05-23,198.0
2023-05-24,158.0
2023-05-25,106.0
2023-05-26,98.0
2023-05-27,110.0
2023-05-28,134.0
2023-05-29,136.0
2023-05-30,115.0
2023-05-31,85.0
2023-06-01,96.0
2023-06-02,120.0
2023-06-03,121.0
2023-06-04,171.0
2023-06-05,166.0
2023-06-06,139.0
2023-06-07,239.0
2023-06-08,161.0
2023-06-09,152.0
2023-06-10,134.0
2023-06-11,130.0
2023-06-12,169.0
2023-06-13,205.0
2023-06-14,213.0
2023-06-15,154.0
2023-06-16,119.0
2023-06-17,119.0
2023-06-18,90.0
2023-06-19,75.0
2023-06-20,104.0
2023-06-21,91.0
2023-06-22,110.0
2023-06-23,132.0
2023-06-24,169.0
2023-06-25,71.0
2023-06-26,93.0
2023-06-27,86.0
2023-06-28,93.0
2023-06-29,101.0
2023-06-30,70.0
2023-07-01,69.0
2023-07-02,71.0
2023-07-03,118.0
2023-07-04,144.0
2023-07-05,96.0
2023-07-06,72.0
2023-07-07,77.0
2023-07-08,71.0
2023-07-09,64.0
2023-07-10,65.0
2023-07-11,69.0
2023-07-12,77.0
2023-07-13,77.0
2023-07-14,73.0
2023-07-15,100.0
2023-07-16,69.0
2023-07-17,85.0
2023-07-18,113.0
2023-07-19,77.0
2023-07-20,93.0
2023-07-21,109.0
2023-07-22,96.0
2023-07-23,73.0
2023-07-24,77.0
2023-07-25,102.0
2023-07-26,73.0
2023-07-27,92.0
2023-07-28,81.0
2023-07-29,59.0
2023-07-30,65.0
2023-07-31,89.0
2023-08-01,92.0
2023-08-02,91.0
2023-08-03,75.0
2023-08-04,105.0
2023-08-05,85.0
2023-08-06,101.0
2023-08-07,102.0
2023-08-08,110.0
2023-08-09,118.0
2023-08-10,133.0
2023-08-11,123.0
2023-08-12,126.0
2023-08-13,105.0
2023-08-14,114.0
2023-08-15,108.0
2023-08-16,109.0
2023-08-17,131.0
2023-08-18,153.0
2023-08-19,125.0
2023-08-20,91.0
2023-08-21,91.0
2023-08-22,106.0
2023-08-23,71.0
2023-08-24,85.0
2023-08-25,117.0
2023-08-26,152.0
2023-08-27,186.0
2023-08-28,144.0
2023-08-29,162.0
2023-08-30,154.0
2023-08-31,146.0
2023-09-01,140.0
2023-09-02,136.0
2023-09-03,136.0
2023-09-04,136.0
2023-09-05,121.0
2023-09-06,106.0
2023-09-07,105.0
2023-09-08,84.0
2023-09-09,55.0
2023-09-10,46.0
2023-09-11,54.0
2023-09-12,90.0
2023-09-13,106.0
2023-09-14,121.0
2023-09-15,100.0
2023-09-16,85.0
2023-09-17,63.0
2023-09-18,63.0
2023-09-19,73.0
2023-09-20,97.0
2023-09-21,113.0
2023-09-22,102.0
2023-09-23,108.0
2023-09-24,131.0
2023-09-25,118.0
2023-09-26,152.0
2023-09-27,129.0
2023-09-28,139.0
2023-09-29,157.0
2023-09-30,166.0
2023-10-01,146.0
2023-10-02,144.0
2023-10-03,154.0
2023-10-04,176.0
2023-10-05,177.0
2023-10-06,211.0
2023-10-07,215.0
2023-10-08,164.0
2023-10-09,174.0
2023-10-10,179.0
2023-10-11,191.0
2023-10-12,218.0
2023-10-13,255.0
2023-10-14,256.0
2023-10-15,232.0
2023-10-16,206.0
2023-10-17,87.0
2023-10-18,125.0
2023-10-19,118.0
2023-10-20,195.0
2023-10-21,246.0
2023-10-22,311.0
2023-10-23,263.0
2023-10-24,220.0
2023-10-25,243.0
2023-10-26,256.0
2023-10-27,259.0
2023-10-28,303.0
2023-10-29,324.0
2023-10-30,346.0
2023-10-31,357.0
2023-11-01,364.0
2023-11-02,392.0
2023-11-03,468.0
2023-11-04,415.0
2023-11-05,453.0
2023-11-06,421.0
2023-11-07,395.0
2023-11-08,426.0
2023-11-09,437.0
2023-11-10,278.0
2023-11-11,220.0
2023-11-12,218.0
2023-11-13,358.0
2023-11-14,396.0
2023-11-15,398.0
2023-11-16,418.0
2023-11-17,404.0
2023-11-18,318.0
2023-11-19,301.0
2023-11-20,348.0
2023-11-21,372.0
2023-11-22,395.0
2023-11-23,390.0
2023-11-24,415.0
2023-11-25,388.0
2023-11-26,397.0
2023-11-27,395.0
2023-11-28,311.0
2023-11-29,289.0
2023-11-30,398.0
2023-12-01,372.0
2023-12-02,352.0
2023-12-03,313.0
2023-12-04,310.0
2023-12-05,297.0
2023-12-06,285.0
2023-12-07,320.0
2023-12-08,325.0
2023-12-09,322.0
2023-12-10,314.0
2023-12-11,317.0
2023-12-12,355.0
2023-12-13,378.0
2023-12-14,326.0
2023-12-15,323.0
2023-12-16,355.0
2023-12-17,331.0
2023-12-18,330.0
2023-12-19,286.0
2023-12-20,285.0
2023-12-21,361.0
2023-12-22,409.0
2023-12-23,449.0
2023-12-24,411.0
2023-12-25,383.0
2023-12-26,377.0
2023-12-27,380.0
